Database ID,WO Type,Date Opened,Input Bulk Lot ID(s),Input Bulk Lot Type(s),Production,Total WO Input Weight,Total Finalized Weight,Output Bulk Lot ID(s),Output Bulk Lot Type(s),Production,Output Weight per Bulk Lot,Total Output Weight,Date Closed
994,Oil - PreDilution,10/31/2017 13:41,341(1),Oil,Oil Black Widow,629.5,4540,341(1),Oil,Oil Black Widow,4540,4540,10/31/2017 15:52
981,Oil - PreDilution,10/30/2017 19:25,383(1),Oil,Oil Alien Dawg (APH),844.5,4193,383(1),Oil,Oil Alien Dawg (APH),4193,4193,10/30/2017 19:25
1029,Oil - PreDilution,11/6/2017 17:35,340(1),Oil,Oil Black Widow,12625,8408.5,340(1),Oil,Oil Black Widow,8408.5,8408.5,11/6/2017 17:37
1091,Oil - PreDilution,11/15/2017 15:18,379(1),Oil,Oil Treasure Island (APH),6970,5283,379(1),Oil,Oil Treasure Island (APH),5283,5283,11/15/2017 15:21
1113,Oil - PreDilution,11/17/2017 11:40,380(1),Oil,Oil Treasure Island (APH),6337,4439,380(1),Oil,Oil Treasure Island (APH),4439,4439,11/17/2017 11:41
1244,Oil - PreDilution,11/24/2017 16:23,372(1),Oil,Oil Alien Dawg (APH),1079.5,7440,372(1),Oil,Oil Alien Dawg (APH),7440,7440,11/24/2017 16:24
1440,Oil - PreDilution,12/13/2017 18:47,346(1),Oil,Oil Jesus OG,1685,9278,346(1),Oil,Oil Jesus OG,9278,9278,12/13/2017 18:48
1748,Oil - PreDilution,1/5/2018 16:38,373(1),Oil,Oil Alien Dawg (APH),2070,11804.5,373(1),Oil,Oil Alien Dawg (APH),11804.5,11804.5,1/5/2018 16:40
1749,Oil - PreDilution,1/8/2018 12:50,373(1),Oil,Oil Alien Dawg (APH),16694,11804.5,373(1),Oil,Oil Alien Dawg (APH),11804.5,11804.5,1/8/2018 12:52
1821,Oil - PreDilution,1/15/2018 16:46,339(1),Oil,Oil Black Widow,1501.5,7243,339(1),Oil,Oil Black Widow,7243,7243,1/15/2018 16:47
1829,Oil - PreDilution,1/16/2018 11:56,338(1),Oil,Oil Black Widow,1955.5,9894.5,338(1),Oil,Oil Black Widow,9894.5,9894.5,1/16/2018 11:58
2190,Oil - PreDilution,2/23/2018 16:06,125(1),Oil,R&D Oil Jesus OG,593.5,2552.5,125(1)-1,Oil,R&D Oil Jesus OG,2552.5,2552.5,2/23/2018 16:12
2186,Oil - PreDilution,2/22/2018 15:26,441(2),Oil,Oil Treasure Island (APH),815.5,4119.5,441(2),Oil,Oil Treasure Island (APH),4119.5,4119.5,2/22/2018 15:27
2389,Oil - PreDilution,3/6/2018 16:19,348(1),Oil,Oil Jesus OG,1637,8141,348(1),Oil,Oil Jesus OG,8141,8141,3/6/2018 16:20
2446,Oil - PreDilution,3/14/2018 16:39,260(1),Oil,Oil Sativa Blend,1145,4842.5,260(1),Oil,Oil Sativa Blend,4842.5,4842.5,3/14/2018 16:41
2442,Oil - PreDilution,3/14/2018 14:11,330(1),Oil,Oil Sativa Blend,932.5,2369.5,330(1),Oil,Oil Sativa Blend,2369.5,2369.5,3/14/2018 14:12
2458,Oil - PreDilution,3/15/2018 10:16,260(2),Oil,Oil Sativa Blend,1487.5,6105,260(2),Oil,Oil Sativa Blend,6105,6105,3/15/2018 10:19
2428,Oil - PreDilution,3/13/2018 16:48,,,,0,0,,,,,0,3/15/2018 11:00
2460,Oil - PreDilution,3/15/2018 11:19,369(1),Oil,Oil Sativa Blend,751,7887.5,369(1),Oil,Oil Sativa Blend,7887.5,7887.5,3/15/2018 11:21
2468,Oil - PreDilution,3/16/2018 13:25,369(1),Oil,Oil Sativa Blend,21204.5,24498,613,Oil,Oil Sativa Blend,24498,24498,3/16/2018 13:27
2468,Oil - PreDilution,3/16/2018 13:25,260(2),Oil,Oil Sativa Blend,21204.5,24498,613,Oil,Oil Sativa Blend,24498,24498,3/16/2018 13:27
2468,Oil - PreDilution,3/16/2018 13:25,330(1),Oil,Oil Sativa Blend,21204.5,24498,613,Oil,Oil Sativa Blend,24498,24498,3/16/2018 13:27
2468,Oil - PreDilution,3/16/2018 13:25,260(1),Oil,Oil Sativa Blend,21204.5,24498,613,Oil,Oil Sativa Blend,24498,24498,3/16/2018 13:27
2552,Oil - PreDilution,3/20/2018 16:33,264(1),Oil,Oil Hybrid Blend,727.5,3717.5,264(1),Oil,Oil Hybrid Blend,3717.5,3717.5,3/20/2018 16:34
2561,Oil - PreDilution,3/22/2018 14:01,370(1),Oil,Oil Hybrid Blend,1237.5,6141,370(1),Oil,Oil Hybrid Blend,6141,6141,3/22/2018 14:02
2558,Oil - PreDilution,3/21/2018 13:47,331(1),Oil,Oil Hybrid Blend,1696,8315.5,331(1),Oil,Oil Hybrid Blend,8315.5,8315.5,3/21/2018 13:48
2575,Oil - PreDilution,3/23/2018 12:01,265(1),Oil,Oil THC/CBD Mixed Blend ,867.5,4324.5,265(1),Oil,Oil THC/CBD Mixed Blend ,4324.5,4324.5,3/23/2018 12:03
2599,Oil - PreDilution,3/27/2018 14:36,345(1),Oil,Oil Jesus OG,1972,9533.5,345(1),Oil,Oil Jesus OG,9533.5,9533.5,3/27/2018 14:38
2619,Oil - PreDilution,4/3/2018 15:59,442(1),Oil,Oil Treasure Island (APH),1575.5,7855,442(1),Oil,Oil Treasure Island (APH),7855,7855,4/3/2018 16:00
2712,Oil - PreDilution,4/17/2018 9:44,338(1),Oil,Oil Black Widow,9894.5,9888,338(1),Oil,Oil Black Widow,9888,9888,4/17/2018 9:44
2846,Oil - PreDilution,5/1/2018 16:16,626(1),Oil,Oil Nebula II,1819,12200,626(1),Oil,Oil Nebula II,12200,12200,5/1/2018 16:17
2851,Oil - PreDilution,5/2/2018 14:06,626(1),Oil,Oil Nebula II,12200,14715.8,626(1),Oil,Oil Nebula II,14715.8,14715.8,5/2/2018 14:08
2866,Oil - PreDilution,5/4/2018 16:28,640,Oil,Oil Atomical Haze,1565.5,7829,640,Oil,Oil Atomical Haze,7829,7829,5/4/2018 16:29
2885,Oil - PreDilution,5/7/2018 15:51,640,Oil,Oil Atomical Haze,7829,13836,640,Oil,Oil Atomical Haze,13836,13836,5/7/2018 15:57
2894,Oil - PreDilution,5/8/2018 14:59,631,Oil,Oil Black Widow,438.5,2216.5,631(1),Oil,Oil Black Widow,2216.5,2216.5,5/8/2018 15:06
2942,Oil - PreDilution,5/11/2018 15:49,630(1),Oil,Oil Northern Lights,76,470,630(1),Oil,Oil Northern Lights,470,470,5/11/2018 15:50
2964,Oil - PreDilution,5/15/2018 15:02,642(1),Oil,Oil Atomical Haze,91,675,642(1),Oil,Oil Atomical Haze,675,675,5/15/2018 15:03
2984,Oil - PreDilution,5/17/2018 16:51,629(1),Oil,Oil Nebula II,58,293.5,629(1),Oil,Oil Nebula II,293.5,293.5,5/17/2018 16:52
3005,Oil - PreDilution,5/22/2018 15:17,628(1),Oil,Oil Nebula II,57,479.5,628(1),Oil,Oil Nebula II,479.5,479.5,5/22/2018 15:18
3020,Oil - PreDilution,5/24/2018 8:23,441(1),Oil,Oil Treasure Island (APH),530.5,1566.5,441(1),Oil,Oil Treasure Island (APH),1566.5,1566.5,5/29/2018 11:10
3032,Oil - PreDilution,5/25/2018 13:56,615(1),Oil,Oil Treasure Island (APH),600,3637.5,615(1),Oil,Oil Treasure Island (APH),3637.5,3637.5,5/25/2018 13:57
3091,Oil - PreDilution,6/5/2018 15:59,686(1),Oil,Oil Treasure Island (APH),1625,9740,686(1),Oil,Oil Treasure Island (APH),9740,9740,6/5/2018 16:00
3137,Oil - PreDilution,6/8/2018 15:24,692(1),Oil,Oil Black Widow,2263.5,13491.5,692(1),Oil,Oil Black Widow,13491.5,13491.5,6/8/2018 15:25
3155,Oil - PreDilution,6/12/2018 16:04,691(1),Oil,Oil Alien Dawg (APH),1909,10785.5,691(1),Oil,Oil Alien Dawg (APH),10785.5,10785.5,6/12/2018 16:05
3200,Oil - PreDilution,6/18/2018 15:43,687(1),Oil,Oil Treasure Island (APH),1973,11579,687(1),Oil,Oil Treasure Island (APH),11579,11579,6/18/2018 15:43
3303,Oil - PreDilution,7/6/2018 14:20,542(1),Oil,Oil Sativa Blend,1263.5,7478,542(1),Oil,Oil Sativa Blend,7478,7478,8/1/2018 15:10
3329,Oil - PreDilution,7/11/2018 17:02,125(2),Oil,R&D Oil Jesus OG,240.5,1500,761,Oil,R&D Oil Jesus OG,1500,1500,7/11/2018 17:07
3361,Oil - PreDilution,7/16/2018 14:16,544(1),Oil,Oil Sativa Blend,1637.5,9770,544(1),Oil,Oil Sativa Blend,9770,9770,7/16/2018 14:17
3401,Oil - PreDilution,7/25/2018 14:41,544(1),Oil,Oil Sativa Blend,9506,9505,788,Oil,Oil 1:1 (THC:CBD),9505,9505,7/25/2018 14:43
3401,Oil - PreDilution,7/25/2018 14:41,265(1),Oil,Oil THC/CBD Mixed Blend ,9506,9505,788,Oil,Oil 1:1 (THC:CBD),9505,9505,7/25/2018 14:43
3425,Oil - PreDilution,7/31/2018 13:58,776,Oil,Oil THC/CBD Mixed Blend ,770,4216.5,776,Oil,Oil THC/CBD Mixed Blend ,4216.5,4216.5,7/31/2018 14:00
3484,Oil - PreDilution,8/10/2018 15:32,784(1),Oil,Oil Hybrid Blend,1807,5638,784(1),Oil,Oil Hybrid Blend,5638,5638,8/10/2018 15:34
3498,Oil - PreDilution,8/15/2018 15:30,804(1),Dried,Oil Treasure Island (APH),1301.5,7783,804(1),Dried,Oil Treasure Island (APH),7783,7783,8/15/2018 15:31
3512,Oil - PreDilution,8/17/2018 16:05,805,Oil,Oil Treasure Island (APH),956,5671,805,Oil,Oil Treasure Island (APH),5671,5671,8/17/2018 16:07
3531,Oil - PreDilution,8/21/2018 15:21,806,Dried,Oil Treasure Island (APH),998,5001,806,Dried,Oil Treasure Island (APH),5001,5001,8/21/2018 15:21
3567,Oil - PreDilution,9/6/2018 13:25,466,Dried,Oil Northern Lights,19,234.5,466,Dried,Oil Northern Lights,234.5,234.5,9/6/2018 13:26
3553,Oil - PreDilution,8/31/2018 15:08,815,Oil,Oil Treasure Island (APH),949,5694,815,Oil,Oil Treasure Island (APH),5694,5694,8/31/2018 15:09
3676,Oil - PreDilution,10/2/2018 16:14,857(2),Oil,Oil Treasure Island (APH),940,5691.5,857(2),Oil,Oil Treasure Island (APH),5691.5,5691.5,10/2/2018 16:15
3656,Oil - PreDilution,9/27/2018 15:36,476,Oil,Oil Sativa Blend,1449.5,8847,476,Oil,Oil Sativa Blend,8847,8847,9/27/2018 15:37
3669,Oil - PreDilution,10/1/2018 16:32,857(1),Oil,Oil Treasure Island (APH),1620.5,9832,857(1),Oil,Oil Treasure Island (APH),9832,9832,10/1/2018 16:33
3744,Oil - PreDilution,10/15/2018 16:51,857(3),Oil,Oil Treasure Island (APH),213,919.5,857(3),Oil,Oil Treasure Island (APH),919.5,919.5,10/15/2018 16:52
3723,Oil - PreDilution,10/11/2018 13:13,858,Oil,Oil Treasure Island (APH),1291.5,4176,858,Oil,Oil Treasure Island (APH),4176,4176,10/11/2018 13:15
3716,Oil - PreDilution,10/9/2018 16:42,860,Oil,Oil Treasure Island (APH),1342.5,9816,860,Oil,Oil Treasure Island (APH),9816,9816,10/9/2018 16:43
3738,Oil - PreDilution,10/15/2018 10:13,543,Dried,Oil Sativa Blend,1249.5,3757.5,543,Dried,Oil Sativa Blend,3757.5,3757.5,10/15/2018 10:16
3752,Oil - PreDilution,10/16/2018 16:36,473,Dried,Oil Nebula II,848.5,6156,473,Dried,Oil Nebula II,6156,6156,10/16/2018 16:39
3781,Oil - PreDilution,10/23/2018 17:00,891,Oil,Oil Black Widow,3083.5,8003,891,Oil,Oil Black Widow,8003,8003,10/23/2018 17:01
3791,Oil - PreDilution,10/25/2018 16:56,897,Dried,Oil Sour Kush,1788,16196.5,897,Dried,Oil Sour Kush,16196.5,16196.5,10/25/2018 16:57
3835,Oil - PreDilution,11/5/2018 15:21,900,Oil,Oil Black Widow,3116.5,15827,900,Oil,Oil Black Widow,15827,15827,11/5/2018 15:22
3819,Oil - PreDilution,10/31/2018 15:46,472,Dried,Oil Nebula II,1577,9387,472,Dried,Oil Nebula II,9387,9387,10/31/2018 15:52
3865,Oil - PreDilution,11/12/2018 15:08,854,Oil,Oil Hybrid Blend,1601,10859,854,Oil,Oil Hybrid Blend,10859,10859,11/12/2018 15:10
3908,Oil - PreDilution,11/23/2018 16:05,920,Oil,Oil Black Widow,2907.5,14736,920,Oil,Oil Black Widow,14736,14736,11/23/2018 16:05
3916,Oil - PreDilution,11/28/2018 11:56,899,Oil,Oil Sour Kush,1478.5,11761.5,899,Oil,Oil Sour Kush,11761.5,11761.5,11/28/2018 11:58
3956,Oil - PreDilution,12/4/2018 13:21,903,Oil,Oil Northern Lights,1491.6,10210,903,Oil,Oil Northern Lights,10210,10210,12/4/2018 13:23
3961,Oil - PreDilution,12/5/2018 14:10,972,Oil,Oil Jesus OG,2435.9,17577,972,Oil,Oil Jesus OG,17577,17577,12/5/2018 14:14
3975,Oil - PreDilution,12/10/2018 12:51,931,Oil,Oil Hybrid Blend,1344.9,9391,931,Oil,Oil Hybrid Blend,9391,9391,12/10/2018 13:08
4005,Oil - PreDilution,12/14/2018 14:56,545,Oil,Oil Sativa Blend,1538.2,5148,545,Oil,Oil Sativa Blend,5148,5148,12/14/2018 14:57
4011,Oil - PreDilution,12/17/2018 15:00,981,Dried,Oil Nightingale (NN),1168.3,3746,981,Dried,Oil Nightingale (NN),3746,3746,12/17/2018 15:00
4043,Oil - PreDilution,12/28/2018 15:07,982,Oil,Oil Nightingale (NN),1301.8,7760,982,Oil,Oil Nightingale (NN),7760,7760,12/28/2018 15:08
4055,Oil - PreDilution,1/2/2019 15:20,984,Oil,Oil Treasure Island (APH),1920.4,13619,984,Oil,Oil Treasure Island (APH),13619,13619,1/2/2019 15:22
4072,Oil - PreDilution,1/8/2019 17:35,994,Dried,Oil Treasure Island (APH),2074.5,14747.5,994,Dried,Oil Treasure Island (APH),14747.5,14747.5,1/8/2019 17:36
4103,Oil - PreDilution,1/15/2019 12:19,983,Dried,Oil Nightingale (NN),1498.7,8220.5,983,Dried,Oil Nightingale (NN),8220.5,8220.5,1/15/2019 12:20
4131,Oil - PreDilution,1/18/2019 10:09,1007,Oil,Oil Nebula II,2334,13977.5,1007,Oil,Oil Nebula II,13977.5,13977.5,1/18/2019 14:07
4176,Oil - PreDilution,1/23/2019 10:52,981,Oil,Oil Nightingale (NN),9723.5,9723.5,1033,Oil,Oil Nightingale (NN),9723.5,9723.5,1/23/2019 12:30
4176,Oil - PreDilution,1/23/2019 10:52,982,Oil,Oil Nightingale (NN),9723.5,9723.5,1033,Oil,Oil Nightingale (NN),9723.5,9723.5,1/23/2019 12:30
4176,Oil - PreDilution,1/23/2019 10:52,983,Dried,Oil Nightingale (NN),9723.5,9723.5,1033,Oil,Oil Nightingale (NN),9723.5,9723.5,1/23/2019 12:30
4173,Oil - PreDilution,1/22/2019 16:40,1008,Dried,Oil Nebula II,2459.5,17213.5,1008,Dried,Oil Nebula II,17213.5,17213.5,1/22/2019 16:41
4210,Oil - PreDilution,1/29/2019 16:18,1020,Oil,Oil High CBD,2020.8,13214,1020,Oil,Oil High CBD,13214,13214,1/29/2019 16:19
4218,Oil - PreDilution,1/31/2019 13:19,545,Oil,Oil Sativa Blend,8701,8701,1047,Oil,Oil Hybrid Blend,8701,8701,1/31/2019 13:20
4218,Oil - PreDilution,1/31/2019 13:19,909,Oil,Oil Hybrid Blend,8701,8701,1047,Oil,Oil Hybrid Blend,8701,8701,1/31/2019 13:20
4220,Oil - PreDilution,1/31/2019 16:02,1021,Oil,Oil High CBD,2345.5,13655.5,1021,Oil,Oil High CBD,13655.5,13655.5,1/31/2019 16:03
4243,Oil - PreDilution,2/5/2019 16:13,1022,Oil,Oil High CBD,2066.5,12050,1022,Oil,Oil High CBD,12050,12050,2/5/2019 16:14
4263,Oil - PreDilution,2/11/2019 15:18,1032,Oil,Oil Black Widow,3207.2,14825.5,1032,Oil,Oil Black Widow,14825.5,14825.5,2/11/2019 15:19
4275,Oil - PreDilution,2/14/2019 18:44,1028,Oil,Oil Sour Kush,47971,2620.5,1028,Oil,Oil Sour Kush,2620.5,2620.5,2/14/2019 18:45
4276,Oil - PreDilution,2/14/2019 18:45,1028,Oil,Oil Sour Kush,2620.5,15286.5,1028,Oil,Oil Sour Kush,15286.5,15286.5,2/14/2019 18:46
509,Oil - Production Reassignment,8/29/2017 16:30,197,Oil,Oil Black Widow,943,943,197,Oil,R&D Oil Black Widow,943,943,8/29/2017 16:38
511,Oil - Production Reassignment,8/29/2017 17:04,276,Oil,Oil Black Widow,48.1,48.1,276,Oil,R&D Oil Black Widow,48.1,48.1,8/29/2017 17:05
510,Oil - Production Reassignment,8/29/2017 17:02,277,Oil,Oil Black Widow,45.56,45.56,277,Oil,R&D Oil Black Widow,45.56,45.56,8/29/2017 17:07
537,Oil - Production Reassignment,8/31/2017 15:44,197(1)-3,Oil,Oil Black Widow,2746.5,2746.5,197(1)-3,Oil,R&D Oil Black Widow,2746.5,2746.5,8/31/2017 15:46
538,Oil - Production Reassignment,8/31/2017 15:47,197(1)-4,Oil,Oil Black Widow,4311.49,4311.49,197(1)-4,Oil,R&D Oil Black Widow,4311.49,4311.49,8/31/2017 15:48
508,Oil - Production Reassignment,8/29/2017 16:30,,,,0,0,,,,,0,8/31/2017 16:05
615,Oil - Production Reassignment,9/6/2017 12:49,197(1)-1,Oil,Oil Black Widow,2736,2736,197(1)-1,Oil,R&D Oil Black Widow,2736,2736,9/6/2017 12:50
616,Oil - Production Reassignment,9/6/2017 12:53,197(1)-2,Oil,Oil Black Widow,3192,3192,197(1)-2,Oil,R&D Oil Black Widow,3192,3192,9/6/2017 12:53
41,Oil - Rotary Evaporation,1/1/2017 1:52,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,0,195,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,195,195,1/1/2017 1:52
42,Oil - Rotary Evaporation,1/1/2017 1:53,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,0,665,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,665,665,1/1/2017 1:54
43,Oil - Rotary Evaporation,1/1/2017 1:55,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,0,15,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,15,15,1/1/2017 1:55
44,Oil - Rotary Evaporation,1/1/2017 1:56,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,0,50,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,50,50,1/1/2017 1:57
77,Oil - Rotary Evaporation,1/25/2017 18:29,Research Blend-2-032(clean)-Crude,Oil,R&D Oil Research Blends,0,25.6,Research Blend-2-032(clean)-Crude,Oil,R&D Oil Research Blends,25.6,25.6,1/25/2017 18:30
91,Oil - Rotary Evaporation,2/12/2017 11:08,Research Blend-2-019(2),Oil,R&D Oil Research Blends,0,54.5,Research Blend-2-019(2),Oil,R&D Oil Research Blends,54.5,54.5,2/12/2017 11:09
74,Oil - Rotary Evaporation,1/25/2017 18:08,Research Blend-2-032(2),Oil,R&D Oil Research Blends,0,85.5,Research Blend-2-032(2),Oil,R&D Oil Research Blends,85.5,85.5,1/25/2017 18:10
128,Oil - Rotary Evaporation,2/23/2017 23:33,125(1),Oil,R&D Oil Jesus OG,0,1089.5,125(1),Oil,R&D Oil Jesus OG,1089.5,1089.5,2/23/2017 23:45
141,Oil - Rotary Evaporation,3/6/2017 11:26,125(3),Oil,R&D Oil Jesus OG,0,351,125(3),Oil,R&D Oil Jesus OG,351,351,3/6/2017 11:30
132,Oil - Rotary Evaporation,2/27/2017 17:42,125(2),Oil,R&D Oil Jesus OG,0,712,125(2),Oil,R&D Oil Jesus OG,712,712,2/28/2017 18:24
189,Oil - Rotary Evaporation,4/13/2017 18:14,Research Blend-3,Oil,R&D Oil Research Blends,0,183.5,Research Blend-3,Oil,R&D Oil Research Blends,183.5,183.5,4/13/2017 18:14
2893,Oil - Rotary Evaporation,5/8/2018 14:09,631,Oil,Oil Black Widow,4707.5,438.5,631,Oil,Oil Black Widow,438.5,438.5,5/8/2018 14:10
278,Oil - Rotary Evaporation,6/22/2017 12:05,248,Oil,R&D Oil Treasure Island,0,280,248,Oil,R&D Oil Treasure Island,280,280,6/22/2017 15:42
297,Oil - Rotary Evaporation,7/21/2017 20:31,254,Oil,Oil Jesus OG,0,1727.5,254,Oil,Oil Jesus OG,1727.5,1727.5,7/21/2017 20:31
327,Oil - Rotary Evaporation,8/13/2017 0:50,275(1),Oil,R&D Oil Alien Dawg,0,56,275(1),Oil,R&D Oil Alien Dawg,56,56,8/13/2017 0:51
727,Oil - Rotary Evaporation,9/22/2017 11:17,197(2),Oil,R&D Oil Black Widow,0,133,197(2),Oil,R&D Oil Black Widow,133,133,9/22/2017 11:21
893,Oil - Rotary Evaporation,10/19/2017 14:15,374(1),Oil,Oil Sativa Blend,3290.5,293.5,374(1),Oil,Oil Sativa Blend,293.5,293.5,10/19/2017 14:38
894,Oil - Rotary Evaporation,10/19/2017 15:20,374(2),Oil,Oil Sativa Blend,4246.5,363,374(2),Oil,Oil Sativa Blend,363,363,10/19/2017 15:24
3780,Oil - Rotary Evaporation,10/23/2018 16:58,891,Oil,Oil Black Widow,21868,3083.5,891,Oil,Oil Black Widow,3083.5,3083.5,10/23/2018 16:59
976,Oil - Rotary Evaporation,10/30/2017 16:35,383(1),Oil,Oil Alien Dawg (APH),7546.5,844.5,383(1),Oil,Oil Alien Dawg (APH),844.5,844.5,10/30/2017 16:36
1243,Oil - Rotary Evaporation,11/24/2017 16:13,372(1),Oil,Oil Alien Dawg (APH),6446.5,1079.5,372(1),Oil,Oil Alien Dawg (APH),1079.5,1079.5,11/24/2017 16:16
1439,Oil - Rotary Evaporation,12/13/2017 17:55,346(1),Oil,Oil Jesus OG,18529.5,1685,346(1),Oil,Oil Jesus OG,1685,1685,12/13/2017 17:56
3834,Oil - Rotary Evaporation,11/5/2018 14:30,900,Oil,Oil Black Widow,30565.5,3116.5,900,Oil,Oil Black Widow,3116.5,3116.5,11/5/2018 14:30
1747,Oil - Rotary Evaporation,1/5/2018 16:10,373(1),Oil,Oil Alien Dawg (APH),19809,2070,373(1),Oil,Oil Alien Dawg (APH),2070,2070,1/8/2018 12:19
3907,Oil - Rotary Evaporation,11/23/2018 15:21,920,Oil,Oil Black Widow,38283,2907.5,920,Oil,Oil Black Widow,2907.5,2907.5,11/23/2018 15:21
1868,Oil - Rotary Evaporation,1/18/2018 16:04,255(1),Oil,Oil Jesus OG,14200,1248.5,255(1),Oil,Oil Jesus OG,1248.5,1248.5,1/18/2018 16:06
1935,Oil - Rotary Evaporation,1/22/2018 16:20,347(1),Oil,Oil Jesus OG,21700,1249.5,347(1),Oil,Oil Jesus OG,1249.5,1249.5,1/22/2018 16:22
1957,Oil - Rotary Evaporation,1/24/2018 15:30,260(2),Oil,Oil Sativa Blend,22092,1487.5,260(2),Oil,Oil Sativa Blend,1487.5,1487.5,1/24/2018 15:31
1983,Oil - Rotary Evaporation,1/26/2018 15:11,265(1),Oil,Oil THC/CBD Mixed Blend ,14735,867.5,265(1),Oil,Oil THC/CBD Mixed Blend ,867.5,867.5,1/26/2018 15:12
2089,Oil - Rotary Evaporation,2/9/2018 13:56,,,,0,0,,,,,0,2/9/2018 14:36
2185,Oil - Rotary Evaporation,2/22/2018 13:14,441(2),Oil,Oil Treasure Island (APH),7081,815.5,441(2),Oil,Oil Treasure Island (APH),815.5,815.5,2/22/2018 13:15
2174,Oil - Rotary Evaporation,2/21/2018 14:17,441(1),Oil,Oil Treasure Island (APH),9877.5,552.5,441(1),Oil,Oil Treasure Island (APH),552.5,552.5,2/21/2018 14:19
2388,Oil - Rotary Evaporation,3/6/2018 15:50,348(1),Oil,Oil Jesus OG,20042.5,1637,348(1),Oil,Oil Jesus OG,1637,1637,3/6/2018 15:52
2443,Oil - Rotary Evaporation,3/14/2018 15:39,260(1),Oil,Oil Sativa Blend,22092,1545,260(1),Oil,Oil Sativa Blend,1545,1545,3/14/2018 15:40
2427,Oil - Rotary Evaporation,3/13/2018 15:03,369(1),Oil,Oil Sativa Blend,15431,1751,369(1),Oil,Oil Sativa Blend,1751,1751,3/15/2018 11:10
2444,Oil - Rotary Evaporation,3/14/2018 16:20,260(1),Oil,Oil Sativa Blend,1545,1145,260(1),Oil,Oil Sativa Blend,1145,1145,3/14/2018 16:21
2445,Oil - Rotary Evaporation,3/14/2018 16:23,260(2),Oil,Oil Sativa Blend,1487.5,1545,260(2),Oil,Oil Sativa Blend,1545,1545,3/14/2018 16:25
2441,Oil - Rotary Evaporation,3/14/2018 14:08,330(1),Oil,Oil Sativa Blend,17070.5,932.5,330(1),Oil,Oil Sativa Blend,932.5,932.5,3/14/2018 14:09
2560,Oil - Rotary Evaporation,3/22/2018 12:43,370(1),Oil,Oil Hybrid Blend,13158,1237.5,370(1),Oil,Oil Hybrid Blend,1237.5,1237.5,3/22/2018 12:44
2550,Oil - Rotary Evaporation,3/20/2018 16:06,264(1),Oil,Oil Hybrid Blend,16621,727.5,264(1),Oil,Oil Hybrid Blend,727.5,727.5,3/20/2018 16:08
2557,Oil - Rotary Evaporation,3/21/2018 13:10,331(1),Oil,Oil Hybrid Blend,21905,1696,331(1),Oil,Oil Hybrid Blend,1696,1696,3/21/2018 13:12
2598,Oil - Rotary Evaporation,3/27/2018 14:09,345(1),Oil,Oil Jesus OG,16557,1972,345(1),Oil,Oil Jesus OG,1972,1972,3/27/2018 14:10
2614,Oil - Rotary Evaporation,4/3/2018 14:21,442(1),Oil,Oil Treasure Island (APH),15992,1575.5,442(1),Oil,Oil Treasure Island (APH),1575.5,1575.5,4/3/2018 14:23
2652,Oil - Rotary Evaporation,4/5/2018 15:38,614(1),Oil,Oil Alien Dawg (APH),8713,813,614(1),Oil,Oil Alien Dawg (APH),813,813,4/5/2018 15:39
2842,Oil - Rotary Evaporation,5/1/2018 14:35,626(1),Oil,Oil Nebula II,20500.5,1819,626(1),Oil,Oil Nebula II,1819,1819,5/1/2018 14:37
2864,Oil - Rotary Evaporation,5/4/2018 15:24,640,Oil,Oil Atomical Haze,16921.5,1565.5,640,Oil,Oil Atomical Haze,1565.5,1565.5,5/4/2018 15:25
4262,Oil - Rotary Evaporation,2/11/2019 15:17,1032,Oil,Oil Black Widow,38097,3207.2,1032,Oil,Oil Black Widow,3207.2,3207.2,2/11/2019 15:17
2940,Oil - Rotary Evaporation,5/11/2018 15:26,630(1),Oil,Oil Northern Lights,16952,1143.5,630(1),Oil,Oil Northern Lights,1143.5,1143.5,5/11/2018 15:26
2941,Oil - Rotary Evaporation,5/11/2018 15:29,630(1),Oil,Oil Northern Lights,1067.5,1067.5,669,Oil,Oil Northern Lights,1067.5,1067.5,5/11/2018 15:32
2954,Oil - Rotary Evaporation,5/14/2018 12:51,669,Oil,Oil Northern Lights,1067.5,1067.5,669(1),Oil,Oil Northern Lights,1067.5,1067.5,5/14/2018 12:53
2961,Oil - Rotary Evaporation,5/15/2018 13:05,642(1),Oil,Oil Atomical Haze,7155,665.5,642(1),Oil,Oil Atomical Haze,665.5,665.5,5/15/2018 13:06
2963,Oil - Rotary Evaporation,5/15/2018 14:19,642(1),Oil,Oil Atomical Haze,574.5,574.5,672(1),Oil,Oil Atomical Haze,574.5,574.5,5/15/2018 14:22
2978,Oil - Rotary Evaporation,5/17/2018 13:37,629(1),Oil,Oil Nebula II,11958,606,629(1),Oil,Oil Nebula II,606,606,5/17/2018 13:39
