Database ID,WO Name,WO Type,Location,Date Opened,User Opened,Input Bulk Lot ID(s),Input Bulk Lot Type(s),Production,Input Weight per Bulk Lot,Input Volume per Bulk Lot,Total WO Input Weight,Total WO Input Volume,Finalized,Total Finalized Weight,Total Finalized Volume,Output Bulk Lot ID(s),Output Bulk Lot Type(s),Production,Output Weight per Bulk Lot,Output Volume per Bulk Lot,Total Output Weight,Total Output Volume,Variance Weight %,Variance Volume %,Date Closed,User Closed
4373,Partial Lot Split 1079 to 1079(2),Process - Lot Split,,07/03/2019 15:20,Heather Vanderpols,1079,Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5614.3,0,5614.3,0,TRUE,5614.3,0,1079(2),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5614.3,0,5614.3,0,N/A,N/A,07/03/2019 15:21,Heather Vanderpols
4372,TTB,Process - Transfer to Bulk,,07/03/2019 15:15,Heather Vanderpols,1079,Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5614.3,0,5614.3,0,TRUE,5614.3,0,1079,Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5614.3,0,5614.3,0,N/A,N/A,07/03/2019 15:16,Heather Vanderpols
4371,Partial Lot split-pre rolls,Process - Lot Split,,07/03/2019 14:09,Heather Vanderpols,1068,Dried,DI Delahaze-S-32-28 (Delahaze),2148.8,0,2148.8,0,TRUE,2148.8,0,1068(1),Dried,DI Delahaze-S-32-28 (Delahaze),2148.8,0,2148.8,0,N/A,N/A,07/03/2019 14:11,Heather Vanderpols
4370,TTB,Process - Transfer to Bulk,,07/03/2019 13:59,Heather Vanderpols,1068,Dried,DI Delahaze-S-32-28 (Delahaze),2148.8,0,2148.8,0,TRUE,2148.8,0,1068,Dried,DI Delahaze-S-32-28 (Delahaze),2148.8,0,2148.8,0,N/A,N/A,07/03/2019 14:00,Heather Vanderpols
4369,Reverse Previous Allocation for training,End of Lot - Complete Transfer to Other Lot,,07/03/2019 13:24,Shawn Clarke,1079(2),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5000,0,5000,0,TRUE,5000,0,1079,Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5000,0,5000,0,N/A,N/A,07/03/2019 13:25,Shawn Clarke
4368,Reverse Previous Allocation for training,End of Lot - Complete Transfer to Other Lot,,07/03/2019 13:24,Shawn Clarke,1079(2),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),4200,0,4200,0,TRUE,4200,0,1079(1),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),4200,0,4200,0,N/A,N/A,07/03/2019 13:24,Shawn Clarke
4367,Reverse Previous Allocation for training,End of Lot - Complete Transfer to Other Lot,,07/03/2019 13:22,Shawn Clarke,1079(3),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),15000,0,15000,0,TRUE,15000,0,1079,Dried,DI Sour Kush-S-8-15 (Afternoon Delight),15000,0,15000,0,N/A,N/A,07/03/2019 13:33,Shawn Clarke
4366,Evaporation - HB-1082-R,Oil - Rotary Evaporation,,07/03/2019 13:18, Eric Heimpel,1082,Oil,Oil Hybrid Blend,16827,0,16827,0,TRUE,1035,0,1082,Oil,Oil Hybrid Blend,1035,0,1035,0,93.85,N/A,07/03/2019 13:19, Eric Heimpel
4365,Reverse Previous Allocation for training,End of Lot - Complete Transfer to Other Lot,,07/03/2019 13:18,Shawn Clarke,1079(3),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5000,0,5000,0,TRUE,5000,0,1079(1),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5000,0,5000,0,N/A,N/A,07/03/2019 13:21,Shawn Clarke
4364,Second Pass - HB-1082-W2,Oil - Winterization/Filtration,,07/03/2019 12:46, Eric Heimpel,1082,Oil,Oil Hybrid Blend,1016.5,0,1016.5,0,TRUE,16827,0,1082,Oil,Oil Hybrid Blend,16827,0,16827,0,N/A,N/A,07/03/2019 12:47, Eric Heimpel
4363,Encapsulation and sealing 473-1-3,Oil - Encapsulation and Sealing,,07/03/2019 8:47,Leah Sanders,473-1-3,Oil,Oil Nebula II,25537,26881,25537,26881,TRUE,24172.5,25444.5,473-1-3,Oil,Oil Nebula II,24172.5,25444.5,24172.5,25444.5,5.34,5.34,07/03/2019 8:53,Leah Sanders
4362,Predilution HB-1086-PD,Oil - PreDilution,,06/03/2019 16:00,Marie Boullion,1086,Oil,Oil Hybrid Blend,2004.5,0,2004.5,0,TRUE,12753.5,13424.5,1086,Oil,Oil Hybrid Blend,12753.5,13424.5,12753.5,13424.5,N/A,N/A,06/03/2019 16:16,Marie Boullion
4361,Evaporation HB-1086-R,Oil - Rotary Evaporation,,06/03/2019 14:51,Marie Boullion,1086,Oil,Oil Hybrid Blend,30739,0,30739,0,TRUE,2004.5,0,1086,Oil,Oil Hybrid Blend,2004.5,0,2004.5,0,93.48,N/A,06/03/2019 14:54,Marie Boullion
4360,Second Pass HB-1086-WII,Oil - Winterization/Filtration,,06/03/2019 13:59,Marie Boullion,1086,Oil,Oil Hybrid Blend,27077,0,27077,0,TRUE,30739,0,1086,Oil,Oil Hybrid Blend,30739,0,30739,0,N/A,N/A,06/03/2019 14:00,Marie Boullion
4359,Lot Merge 953 to 953(2),Process - Lot Merge,,06/03/2019 10:53,Heather Vanderpols,953,Dried,DI White Berry-S-31-5,41954.8,0,41954.8,0,TRUE,41954.8,0,953(2),Dried,DI White Berry-S-31-5,41954.8,0,41954.8,0,N/A,N/A,06/03/2019 10:54,Heather Vanderpols
4358,Lot Merge 953(1) to 953(2),Process - Lot Merge,,06/03/2019 10:45,Heather Vanderpols,953(1),Dried,DI White Berry-S-31-5,3308.9,0,3308.9,0,TRUE,3308.9,0,953(2),Dried,DI White Berry-S-31-5,3308.9,0,3308.9,0,N/A,N/A,06/03/2019 10:46,Heather Vanderpols
4357,Allocate for Extraction R&D 1101,Allocate for Bulk Sale,,06/03/2019 10:43,Kamil Maslowski,560,Dried,R&D Crops Dutch Dragon,553.7,0,10326.8,0,TRUE,10326.8,0,1101,Dried,R&D Oil Research Blends,10326.8,0,10326.8,0,N/A,N/A,06/03/2019 10:43,Kamil Maslowski
4357,Allocate for Extraction R&D 1101,Allocate for Bulk Sale,,06/03/2019 10:43,Kamil Maslowski,746,Dried,DI Super Silver Haze-S-6-2,9773.1,0,10326.8,0,TRUE,10326.8,0,1101,Dried,R&D Oil Research Blends,10326.8,0,10326.8,0,N/A,N/A,06/03/2019 10:43,Kamil Maslowski
4356,Transfer To Extraction,Process - Lot Split,,05/03/2019 14:24,Shawn Clarke,1079(1),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5038.2,0,5038.2,0,TRUE,5000,0,1079(3),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5000,0,5000,0,0.76,N/A,05/03/2019 14:24,Shawn Clarke
4355,Transfer To Extraction,Process - Lot Split,,05/03/2019 14:20,Shawn Clarke,1079,Dried,DI Sour Kush-S-8-15 (Afternoon Delight),15000,0,15000,0,TRUE,15000,0,1079(3),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),15000,0,15000,0,N/A,N/A,05/03/2019 14:20,Shawn Clarke
4354,Transfer to Pre-Rolls,Process - Lot Split,,05/03/2019 14:18,Shawn Clarke,1079,Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5000,0,5000,0,TRUE,5000,0,1079(2),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),5000,0,5000,0,N/A,N/A,05/03/2019 14:19,Shawn Clarke
4353,Transfer to Pre-Rolls,Process - Lot Split,,05/03/2019 14:16,Shawn Clarke,1079(1),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),4200,0,4200,0,TRUE,4200,0,1079(2),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),4200,0,4200,0,N/A,N/A,05/03/2019 14:17,Shawn Clarke
4352,TTO,Process - Lot Split,,05/03/2019 13:55,Brandon Gibbs,1068,Dried,DI Delahaze-S-32-28 (Delahaze),59984.92,0,59984.92,0,TRUE,2000,0,1068(1),Dried,DI Delahaze-S-32-28 (Delahaze),2000,0,2000,0,96.67,N/A,05/03/2019 13:59,Brandon Gibbs
4351,Extraction - HB-1082-CR,Oil - Extraction,,05/03/2019 13:31, Eric Heimpel,1082,Dried,Oil Hybrid Blend,8174,0,8174,0,TRUE,1016.5,0,1082,Dried,Oil Hybrid Blend,1016.5,0,1016.5,0,87.56,N/A,07/03/2019 12:54,Shawn Clarke
4350,Harvest Day #1 and #2,Process - Load Drying,,05/03/2019 12:52,Brandon Gibbs,1096,Fresh,DI Delahaze-S-32-31 (Larry OG),228601.44,0,228601.44,0,TRUE,228601.44,0,1096(1),Fresh,DI Delahaze-S-32-31 (Larry OG),95250.6,0,228601.44,0,N/A,N/A,05/03/2019 12:54,Brandon Gibbs
4350,Harvest Day #1 and #2,Process - Load Drying,,05/03/2019 12:52,Brandon Gibbs,1096,Fresh,DI Delahaze-S-32-31 (Larry OG),228601.44,0,228601.44,0,TRUE,228601.44,0,1096,Fresh,DI Delahaze-S-32-31 (Larry OG),133350.84,0,228601.44,0,N/A,N/A,05/03/2019 12:54,Brandon Gibbs
4349,creating child lot 953(2),Process - Lot Split,,05/03/2019 10:09,Bridget Fritz,953,Dried,DI White Berry-S-31-5,0.01,0,0.01,0,TRUE,0.01,0,953(2),Dried,DI White Berry-S-31-5,0.01,0,0.01,0,N/A,N/A,05/03/2019 10:12,Bridget Fritz
4348,empty lot,End of Lot - Destroyed,,04/03/2019 16:07,Marie Boullion,860-1,Oil,Oil Treasure Island (APH),14.25,15,14.25,15,TRUE,0,0,,,,,,0,0,N/A,N/A,04/03/2019 16:07,Marie Boullion
4347,empty lot SK-1071-1,End of Lot - Destroyed,,04/03/2019 16:04,Marie Boullion,1071-1,Oil,Oil Sour Kush,52,54,52,54,TRUE,0,0,,,,,,0,0,N/A,N/A,04/03/2019 16:04,Marie Boullion
4346,empty lot SB-374(1),End of Lot - Destroyed,,04/03/2019 16:03,Marie Boullion,374(1),Oil,Oil Sativa Blend,10,0,10,0,TRUE,0,0,,,,,,0,0,N/A,N/A,04/03/2019 16:03,Marie Boullion
4345,empty lot NN-982-1,End of Lot - Destroyed,,04/03/2019 16:01,Marie Boullion,982-1,Oil,Oil Nightingale (NN),159.5,168,159.5,168,TRUE,0,0,,,,,,0,0,N/A,N/A,04/03/2019 16:01,Marie Boullion
4344,empty lot CBD-1020-1,End of Lot - Destroyed,,04/03/2019 15:59,Marie Boullion,CBD-1020-1,Oil,Oil High CBD,93.39,97.99,93.39,97.99,TRUE,0,0,,,,,,0,0,N/A,N/A,04/03/2019 16:00,Marie Boullion
4343,Empty lot SK-897-1,End of Lot - Destroyed,,04/03/2019 15:57,Marie Boullion,897-1,Oil,Oil Sour Kush,464.5,488.7,464.5,488.7,TRUE,0,0,,,,,,0,0,N/A,N/A,04/03/2019 15:58,Marie Boullion
4342,Empty lot HB-1047,End of Lot - Destroyed,,04/03/2019 15:56,Marie Boullion,1047,Oil,Oil Hybrid Blend,244,257,244,257,TRUE,0,0,,,,,,0,0,N/A,N/A,04/03/2019 15:56,Marie Boullion
4341,Empty lot ,End of Lot - Destroyed,,04/03/2019 15:50,Marie Boullion,692(2)-1,Oil,Oil Black Widow,1525,0,1525,0,TRUE,0,0,,,,,,0,0,N/A,N/A,04/03/2019 15:52,Marie Boullion
4340,Winterization HB-1086-WI,Oil - Winterization,,04/03/2019 13:23,Marie Boullion,1086,Oil,Oil Hybrid Blend,2026,0,2026,0,TRUE,27077,0,1086,Oil,Oil Hybrid Blend,27077,0,27077,0,N/A,N/A,04/03/2019 13:35,Marie Boullion
4339,Extraction - HB-1086-CR,Oil - Extraction,,01/03/2019 17:04, Eric Heimpel,1086,Dried,Oil Hybrid Blend,13782.5,0,13782.5,0,TRUE,2026,0,1086,Dried,Oil Hybrid Blend,2026,0,2026,0,85.3,N/A,04/03/2019 9:39,Bridget Fritz
4338,Packaging Run Variance MB-1085,Inventory Adjust - Pkg Run Variance,,01/03/2019 15:27,Marie Boullion,1085-1,Oil,Oil 1:1 (THC:CBD),37990,39989,37990,39989,TRUE,37249.5,39210,1085-1,Oil,Oil 1:1 (THC:CBD),37249.5,39210,37249.5,39210,1.95,1.95,01/03/2019 15:28,Marie Boullion
4337,Pre-Dilution BW-1035-PD,Oil - PreDilution,,28/02/2019 18:27,Paul Schapurga,1035,Oil,Oil Black Widow,3261,0,3261,0,TRUE,16103,17040,1035,Oil,Oil Black Widow,16103,17040,16103,17040,N/A,N/A,28/02/2019 18:28,Paul Schapurga
4336,Destruction BW-1035-R,Dispose - Process Waste,,28/02/2019 16:45,Marie Boullion,1035,Oil,Oil Black Widow,3261,0,3261,0,TRUE,3261,0,1035,Oil,Oil Black Widow,3261,0,3261,0,N/A,N/A,28/02/2019 16:46,Marie Boullion
4335,Dilution BW-1037-1-DL,Oil - Dilution,,28/02/2019 16:44,Paul Schapurga,1037,Oil,Oil Black Widow,7396.5,7827,7396.5,7827,TRUE,36996,39149,1037-1,Oil,Oil Black Widow,36996,39149,36996,39149,N/A,N/A,28/02/2019 16:45,Paul Schapurga
4334,Evaporation BW-1035-R,Oil - Rotary Evaporation,,28/02/2019 16:44,Marie Boullion,1035,Oil,Oil Black Widow,41934.5,0,41934.5,0,TRUE,3261,0,1035,Oil,Oil Black Widow,3261,0,3261,0,92.22,N/A,28/02/2019 16:44,Marie Boullion
4333,TTC/TTB,Process - Transfer to Curing,,28/02/2019 13:38,Kamil Maslowski,1079,Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),284651.5,0,284651.5,0,TRUE,47697.2,0,1079(1),Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),9238.2,0,47697.2,0,83.24,N/A,28/02/2019 13:42,Kamil Maslowski
4333,TTC/TTB,Process - Transfer to Curing,,28/02/2019 13:38,Kamil Maslowski,1079,Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),284651.5,0,284651.5,0,TRUE,47697.2,0,1079,Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),38459,0,47697.2,0,83.24,N/A,28/02/2019 13:42,Kamil Maslowski
4332,Dilution MB-1085-B,Oil - Dilution,,28/02/2019 13:15,Marie Boullion,1085,Oil,Oil 1:1 (THC:CBD),7303,3781,7303,3781,TRUE,37990,39989,1085-1,Oil,Oil 1:1 (THC:CBD),37990,39989,37990,39989,N/A,N/A,28/02/2019 13:16,Marie Boullion
4331,Filtration BW-1035-WII,Oil - Winterization/Filtration,,28/02/2019 12:48,Marie Boullion,1035,Oil,Oil Black Widow,37822,0,37822,0,TRUE,41934.5,0,1035,Oil,Oil Black Widow,41934.5,0,41934.5,0,N/A,N/A,28/02/2019 12:49,Marie Boullion
4330,Winterization BW-1035-WI,Oil - Winterization,,28/02/2019 8:49,Marie Boullion,1035,Oil,Oil Black Widow,3316.5,0,3316.5,0,TRUE,37822,0,1035,Oil,Oil Black Widow,37822,0,37822,0,N/A,N/A,28/02/2019 8:50,Marie Boullion
4329,End of lot transfer to child lot for extraction,Process - Shake Transfer,,27/02/2019 13:03,Heather Vanderpols,688,Dried,DI Sour Kush-S-8-15 (Afternoon Delight),1037.4,0,1037.4,0,TRUE,1037.4,0,688(13),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),1037.4,0,1037.4,0,N/A,N/A,27/02/2019 13:06,Heather Vanderpols
4328,Predilution MB-1085-PD,Oil - PreDilution,,27/02/2019 9:27,Marie Boullion,931,Oil,Oil Hybrid Blend,3711,0,7303,3781,TRUE,7303,3781,1085,Oil,Oil 1:1 (THC:CBD),7303,3781,7303,3781,N/A,N/A,28/02/2019 13:12,Marie Boullion
4328,Predilution MB-1085-PD,Oil - PreDilution,,27/02/2019 9:27,Marie Boullion,1020,Oil,Oil High CBD,3592,3781,7303,3781,TRUE,7303,3781,1085,Oil,Oil 1:1 (THC:CBD),7303,3781,7303,3781,N/A,N/A,28/02/2019 13:12,Marie Boullion
4327,EXTRACTION-BW-1035-CR,Oil - Extraction,,26/02/2019 16:10, Eric Heimpel,1035,Dried,Oil Black Widow,16122.5,0,16122.5,0,TRUE,3316.5,0,1035,Dried,Oil Black Widow,3316.5,0,3316.5,0,79.43,N/A,26/02/2019 16:11, Eric Heimpel
4326,lot merge,Process - Lot Merge,,26/02/2019 16:00, Eric Heimpel,974,Dried,Oil Hybrid Blend,10078.5,0,13793.2,0,TRUE,13793.2,0,1086,Dried,Oil Hybrid Blend,13793.2,0,13793.2,0,N/A,N/A,26/02/2019 16:07, Eric Heimpel
4326,lot merge,Process - Lot Merge,,26/02/2019 16:00, Eric Heimpel,549,Dried,Oil Hybrid Blend,168.2,0,13793.2,0,TRUE,13793.2,0,1086,Dried,Oil Hybrid Blend,13793.2,0,13793.2,0,N/A,N/A,26/02/2019 16:07, Eric Heimpel
4326,lot merge,Process - Lot Merge,,26/02/2019 16:00, Eric Heimpel,478,Dried,Oil Indica Blend,3546.5,0,13793.2,0,TRUE,13793.2,0,1086,Dried,Oil Hybrid Blend,13793.2,0,13793.2,0,N/A,N/A,26/02/2019 16:07, Eric Heimpel
4325,Decarb HB-1082-DC,Oil - Decarboxylation,,26/02/2019 15:35,Marie Boullion,1082,Dried,Oil Hybrid Blend,9023.5,0,9023.5,0,TRUE,8174,0,1082,Dried,Oil Hybrid Blend,8174,0,8174,0,9.41,N/A,26/02/2019 15:36,Marie Boullion
4324,Milling HB-1082,Oil - Milling,,26/02/2019 12:58,Kamil Maslowski,1082,Dried,Oil Hybrid Blend,9093.5,0,9093.5,0,TRUE,9023.5,0,1082,Dried,Oil Hybrid Blend,9023.5,0,9023.5,0,0.77,N/A,26/02/2019 12:58,Kamil Maslowski
4323,A2 Transfer HB-1082,Oil - Transfer to Extraction Department,,26/02/2019 12:57,Kamil Maslowski,1082,Dried,Oil Hybrid Blend,9126.7,0,9126.7,0,TRUE,9093.5,0,1082,Dried,Oil Hybrid Blend,9093.5,0,9093.5,0,0.36,N/A,26/02/2019 12:57,Kamil Maslowski
4322,A1 Transfer HB-1082,Allocate for Extraction,,26/02/2019 12:55,Kamil Maslowski,950,Dried,DI Buddha's Sister-S-013-6,179.98,0,9213.28,0,TRUE,9126.7,0,1082,Dried,Oil Hybrid Blend,9126.7,0,9126.7,0,0.94,N/A,26/02/2019 12:56,Kamil Maslowski
4322,A1 Transfer HB-1082,Allocate for Extraction,,26/02/2019 12:55,Kamil Maslowski,988(4),Dried,DI Delahaze-S-32-31 (Larry OG),4096.1,0,9213.28,0,TRUE,9126.7,0,1082,Dried,Oil Hybrid Blend,9126.7,0,9126.7,0,0.94,N/A,26/02/2019 12:56,Kamil Maslowski
4322,A1 Transfer HB-1082,Allocate for Extraction,,26/02/2019 12:55,Kamil Maslowski,651,Dried,DI Northern Lights-S-23-1,1253.7,0,9213.28,0,TRUE,9126.7,0,1082,Dried,Oil Hybrid Blend,9126.7,0,9126.7,0,0.94,N/A,26/02/2019 12:56,Kamil Maslowski
4322,A1 Transfer HB-1082,Allocate for Extraction,,26/02/2019 12:55,Kamil Maslowski,651(1),Dried,DI Northern Lights-S-23-1,348.2,0,9213.28,0,TRUE,9126.7,0,1082,Dried,Oil Hybrid Blend,9126.7,0,9126.7,0,0.94,N/A,26/02/2019 12:56,Kamil Maslowski
4322,A1 Transfer HB-1082,Allocate for Extraction,,26/02/2019 12:55,Kamil Maslowski,786(1)(1),Dried,Pre-Roll Atomical Haze,3335.3,0,9213.28,0,TRUE,9126.7,0,1082,Dried,Oil Hybrid Blend,9126.7,0,9126.7,0,0.94,N/A,26/02/2019 12:56,Kamil Maslowski
4321,End of lot transfer to child lot for extraction,Process - Shake Transfer,,26/02/2019 12:49,Heather Vanderpols,409(4),Dried,Pre-Roll Delahaze-32 (Lemon Larry),116.3,0,116.3,0,TRUE,116.3,0,409(4)(1),Dried,Pre-Roll Delahaze-32 (Lemon Larry),116.3,0,116.3,0,N/A,N/A,26/02/2019 12:51,Heather Vanderpols
4320,End of lot transfer to child lot for extraction,Process - Shake Transfer,,26/02/2019 11:46,Heather Vanderpols,990,Dried,DP Oasis,532.6,0,532.6,0,TRUE,532.6,0,990(1),Dried,DP Oasis,532.6,0,532.6,0,N/A,N/A,26/02/2019 11:47,Heather Vanderpols
4319,QA Release,Allocate for Pre-Roll,,26/02/2019 11:08,Katherine VanBlyderveen,1010(1),Dried,DI Northern Lights-S-23-5,3493.72,0,3493.72,0,TRUE,3493.72,0,1010(1),Dried,DI Northern Lights-S-23-5,3493.72,0,3493.72,0,N/A,N/A,26/02/2019 11:09,Katherine VanBlyderveen
4318,QA Release,Allocate for Final Packaging,,26/02/2019 10:54,Katherine VanBlyderveen,1010(1),Dried,DI Northern Lights-S-23-5,23044.61,0,23044.61,0,TRUE,19550.89,0,1010,Dried,DI Northern Lights-S-23-5,19550.89,0,19550.89,0,15.16,N/A,26/02/2019 11:05,Katherine VanBlyderveen
4317,End off lot shake to child lot,Inventory Adjust - Correct Entry Error,,26/02/2019 10:21,Heather Vanderpols,786(1),Dried,Pre-Roll Atomical Haze,947.7,0,947.7,0,TRUE,0,0,,,,,,0,0,N/A,N/A,26/02/2019 10:21,Heather Vanderpols
4316,QA Release,Allocate for Final Packaging,,26/02/2019 10:12,Katherine VanBlyderveen,1010,Dried,DI Northern Lights-S-23-5,19550.89,0,19550.89,0,TRUE,19550.89,0,1010(1),Dried,DI Northern Lights-S-23-5,19550.89,0,19550.89,0,N/A,N/A,26/02/2019 10:50,Paul Schapurga
4315,QA Release,Allocate for Pre-Roll,,26/02/2019 10:07,Katherine VanBlyderveen,1009(2),Dried,DI Conspiracy Kush-S-16-1,7929.46,0,7929.46,0,TRUE,7929.46,0,1009(2),Dried,DI Conspiracy Kush-S-16-1,7929.46,0,7929.46,0,N/A,N/A,26/02/2019 10:09,Katherine VanBlyderveen
4314,QA Release,Allocate for Final Packaging,,26/02/2019 10:02,Katherine VanBlyderveen,1009,Dried,DI Conspiracy Kush-S-16-1,25521.21,0,25521.21,0,TRUE,25521.21,0,1009,Dried,DI Conspiracy Kush-S-16-1,25521.21,0,25521.21,0,N/A,N/A,26/02/2019 10:06,Katherine VanBlyderveen
4313,Predilution BW-1037-PD,Oil - PreDilution,,26/02/2019 9:40,Marie Boullion,1037,Oil,Oil Black Widow,2036,0,2036,0,TRUE,9751.5,10265,1037,Oil,Oil Black Widow,9751.5,10265,9751.5,10265,N/A,N/A,26/02/2019 9:41,Marie Boullion
4312,End of lot transfer to child lot for extraction,Process - Shake Transfer,,26/02/2019 8:52,Heather Vanderpols,786(1),Dried,Pre-Roll Atomical Haze,0.1,0,0.1,0,TRUE,947.8,0,786(1)(1),Dried,Pre-Roll Atomical Haze,947.8,0,947.8,0,N/A,N/A,26/02/2019 8:53,Heather Vanderpols
4311,Rotary Evaporation BW-1037-R,Oil - Rotary Evaporation,,25/02/2019 14:34,Marie Boullion,1037,Oil,Oil Black Widow,27797,0,27797,0,TRUE,2036,0,1037,Oil,Oil Black Widow,2036,0,2036,0,92.68,N/A,25/02/2019 14:35,Marie Boullion
4310,Second Pass BW-1037-WII,Oil - Winterization/Filtration,,25/02/2019 12:58,Marie Boullion,1037,Oil,Oil Black Widow,25366.5,0,25366.5,0,TRUE,27797,0,1037,Oil,Oil Black Widow,27797,0,27797,0,N/A,N/A,25/02/2019 12:59,Marie Boullion
4309,Harvest Day #1,Process - Load Drying,,25/02/2019 9:38,Patrick Uharcek,1079,Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),284664,0,284664,0,TRUE,284664,0,1079,Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),284664,0,284664,0,N/A,N/A,25/02/2019 9:39,Patrick Uharcek
4308,QA Release,Allocate for Final Packaging,,25/02/2019 9:22,Katherine VanBlyderveen,949,Dried,DI Kali Mist-S-10-2,2987.64,0,2987.64,0,TRUE,2987.64,0,949,Dried,DI Kali Mist-S-10-2,2987.64,0,2987.64,0,N/A,N/A,25/02/2019 9:31,Katherine VanBlyderveen
4307,Dilution N2-473-1-3,Oil - Dilution,,22/02/2019 16:08,Marie Boullion,473,Oil,Oil Nebula II,6156,0,6156,0,TRUE,25537,26881,473-1-3,Oil,Oil Nebula II,25537,26881,25537,26881,N/A,N/A,22/02/2019 16:10,Marie Boullion
4306,Dilution CBD-1022-1-DL,Oil - Dilution,,22/02/2019 15:36,Paul Schapurga,1022,Oil,Oil High CBD,12050,12684.21,12050,12684.21,TRUE,69532,73191,1022-1,Oil,Oil High CBD,69532,73191,69532,73191,N/A,N/A,22/02/2019 15:38,Paul Schapurga
4305,First Pass BW-1037-WI,Oil - Winterization/Filtration,,22/02/2019 14:35,Marie Boullion,1037,Oil,Oil Black Widow,23363,0,23363,0,TRUE,25366.5,0,1037,Oil,Oil Black Widow,25366.5,0,25366.5,0,N/A,N/A,22/02/2019 14:36,Marie Boullion
4304,Winterization BW-1037-WI,Oil - Winterization,,22/02/2019 13:46,Marie Boullion,1037,Oil,Oil Black Widow,2057,0,2057,0,TRUE,23363,0,1037,Oil,Oil Black Widow,23363,0,23363,0,N/A,N/A,22/02/2019 13:49,Marie Boullion
4303,Packaging Run Variance ,Inventory Adjust - Pkg Run Variance,,21/02/2019 16:07,Tyler Mcgann,1021-2,Oil,Oil High CBD,50187,52828,50187,52828,TRUE,0,0,,,,,,0,0,N/A,N/A,21/02/2019 16:22,Tyler Mcgann
4302,Decarb BW-1075-DC,Oil - Decarboxylation,,21/02/2019 15:25,Marie Boullion,1075,Dried,Oil Black Widow,15567.5,0,15567.5,0,TRUE,13852.5,0,1075,Dried,Oil Black Widow,13852.5,0,13852.5,0,11.02,N/A,21/02/2019 15:25,Marie Boullion
4301,TTC & TTB,Process - Transfer to Curing,,21/02/2019 10:08,Kamil Maslowski,1068,Fresh,DI Delahaze-S-32-28 (Delahaze),349519.25,0,349519.25,0,TRUE,69334.5,0,1068(1),Fresh,DI Delahaze-S-32-28 (Delahaze),9340.4,0,69334.5,0,80.16,N/A,21/02/2019 10:10,Kamil Maslowski
4301,TTC & TTB,Process - Transfer to Curing,,21/02/2019 10:08,Kamil Maslowski,1068,Fresh,DI Delahaze-S-32-28 (Delahaze),349519.25,0,349519.25,0,TRUE,69334.5,0,1068,Fresh,DI Delahaze-S-32-28 (Delahaze),59994.1,0,69334.5,0,80.16,N/A,21/02/2019 10:10,Kamil Maslowski
4300,PreDilution SK-1029-PD,Oil - PreDilution,,20/02/2019 17:14,Marie Boullion,1029,Oil,Oil Sour Kush,1846,0,1846,0,TRUE,13624.5,14342,1029,Oil,Oil Sour Kush,13624.5,14342,13624.5,14342,N/A,N/A,25/02/2019 14:24,Marie Boullion
4299,Evaporation SK-1029-R,Oil - Rotary Evaporation,,20/02/2019 17:12,Marie Boullion,1029,Oil,Oil Sour Kush,24488.5,0,24488.5,0,TRUE,1846,0,1029,Oil,Oil Sour Kush,1846,0,1846,0,92.46,N/A,20/02/2019 17:13,Marie Boullion
4298,EXTRACTION-BW-1037-CR,Oil - Extraction,,20/02/2019 15:47, Eric Heimpel,1037,Dried,Oil Black Widow,9479.5,0,9479.5,0,TRUE,2057,0,1037,Dried,Oil Black Widow,2057,0,2057,0,78.3,N/A,21/02/2019 16:28,Tyler Mcgann
4297,End of lot transfer to child lot for extraction,Process - Shake Transfer,,20/02/2019 15:18,Heather Vanderpols,987,Dried,DI Sour Kush-S-8-15 (Afternoon Delight),0.1,0,0.1,0,TRUE,1655.2,0,987(4),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),1655.2,0,1655.2,0,N/A,N/A,20/02/2019 15:19,Heather Vanderpols
